ID;Name;Longitude_WGS84;Latitude_WGS84;NameOfStation;Line;LittleFunctionalBPAAmount;BPAAmount;RepairOfEscalators
611;Алтуфьево, вход-выход 4 в южный вестибюль;37.5877304;55.8966671;Алтуфьево;Серпуховско-Тимирязевская линия;6;6;
612;Алтуфьево, вход-выход 1 в северный вестибюль;37.5878807;55.8991659;Алтуфьево;Серпуховско-Тимирязевская линия;5;5;
615;Алтуфьево, вход-выход 4 в северный вестибюль;37.5864325;55.8988252;Алтуфьево;Серпуховско-Тимирязевская линия;5;5;
632;Университет, вход 2 в южный вестибюль;37.5345592;55.6916654;Университет;Сокольническая линия;6;6;
633;Университет, выход из южного вестибюля;37.5349748;55.6918504;Университет;Сокольническая линия;;;
634;Университет, выход из северного вестибюля;37.5344495;55.693462;Университет;Сокольническая линия;;;
636;Университет, вход 2 в северный вестибюль;37.5346776;55.6931972;Университет;Сокольническая линия;6;6;
640;Воробьёвы горы, выход 1 из северного вестибюля;37.5614463;55.7115737;Воробьёвы горы;Сокольническая линия;;;
642;Воробьёвы горы, выход 2 из северного вестибюля;37.5608905;55.7117979;Воробьёвы горы;Сокольническая линия;;;
648;Парк культуры, выход 2 из объединенного вестибюля;37.5931665;55.7353281;Парк культуры;Сокольническая линия;;;
651;Кропоткинская, вход-выход 2 в северный вестибюль;37.6053881;55.7458379;Кропоткинская;Сокольническая линия;4;4;
661;Охотный ряд, вход-выход 4 в южный вестибюль;37.6156835;55.7570101;Охотный ряд;Сокольническая линия;3;3;
666;Охотный ряд, вход 1 в северный вестибюль;37.617936;55.758886;Охотный ряд;Сокольническая линия;4;4;
667;Охотный ряд, выход 1 из северного вестибюля;37.618006;55.758786;Охотный ряд;Сокольническая линия;;;
669;Охотный ряд, выход 2 из северного вестибюля;37.617464;55.75875;Охотный ряд;Сокольническая линия;;;
671;Лубянка, выход из южного вестибюля;37.6259133;55.7589744;Лубянка;Сокольническая линия;;;
681;Чистые пруды, выход из вестибюля;37.6385347;55.7648289;Чистые пруды;Сокольническая линия;;;
683;Красные ворота, выход из южного вестибюля;37.648069;55.768314;Красные ворота;Сокольническая линия;;;
685;Красные ворота, выход из северного вестибюля;37.6502712;55.7696702;Красные ворота;Сокольническая линия;;;
686;Комсомольская, вход-выход 1 в вестибюль;37.6561533;55.7745684;Комсомольская;Сокольническая линия;8;8;18.07.2018-06.09.2018
687;Комсомольская, вход-выход 2 в Казанский вокзал;37.6558441;55.7741984;Комсомольская;Сокольническая линия;8;8;18.07.2018-06.09.2018
